DATE,USD
1999-01-19,1.1616
1999-01-18,1.1612
1999-01-15,1.1626
1999-01-14,1.1653
1999-01-13,1.1744
1999-01-12,1.152
1999-01-11,1.1569
1999-01-08,1.1659
1999-01-07,1.1632
1999-01-06,1.1743
1999-01-05,1.179
1999-01-04,1.1789
